no,no_outtrip,vCASEID,season,vq22,vq22a,vq23,vq23a,vq24_1,vq24_2,vq24_3,vq24_4,vq24_5,vq24_6,vq24_7,vq24_8,vq24_9,vq24_10,vq25,vq26,vq26a_1,vq26a_2,vq26b,vq27,vq27a_1,vq27a_2,vq27a_3,vq27a_4,vq27a_5,vq28,vq28a_1,vq28a_2,vq28a_3,vq28a_4,vq28a_5,vq29,vq29a_1,vq29a_2,vq29a_3,vq29a_4,vq30,vq30a,vq30b,vq30b_1_1,vq30b_1_2,vq30b_1_3,vq30b_1_4,vq30b_1_5,vq30c,vq30d,vq30e,vq30f,vq30f_1_1,vq30f_1_2,vq30f_1_3,vq30f_1_4,vq30f_1_5,vb1,vb2,vb3,vb4,vb5,vb6,vb7,w
12581,781,92109785,3,5,4,1,1,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,2, , , , , ,2,99, , , ,8,1,9,1,2,4,5, ,9,8,1,1, , , , , ,10,3,13,2,4,1,2,.439902909030054
12740,800,92115262,3,5,4,1,1,12, , , , , , , , , ,1,3, ,1,3,4, , , , , ,1,2,4,6, , ,2,99, , , ,6,1,1, , , , , ,11,1,1,1, , , , , ,5,5,11,2,5,19,2,1.29726845310883
12759,803,92115977,3,5,4,1,1,12, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,4,6,7, ,2,99, , , ,8,1,1, , , , , ,1,4,1,1, , , , , ,3,5,5,1,6,1,2,1.58186614793046
12826,810,92118597,3,8,7,1,2,12, , , , , , , , , ,1,3, ,1,3,4, , , , , ,1,2,3,4, , ,2,99, , , ,21,1,5,2,4,5, , ,9,1,1,1, , , , , ,8,3,11,2,9,1,2,.542630779995468
12937,822,92122660,3,8,7,1,2,12, , , , , , , , , ,1,3, ,2,1,4, , , , , ,1,2,4,5, , ,2,99, , , ,8,1,1, , , , , ,7,6,1,1, , , , , ,6,5,5,2,8,1,2,.622742107122081
13088,838,92128003,3,8,7,1,1,12, , , , , , , , , ,1,3, ,2,5,4, , , , , ,1,4, , , , ,2,99, , , ,8,1,2,3,65, , , ,4,3,1,1, , , , , ,9,2,13,2,10,3,2,.343120142743411
13311,856,92137019,3,3,2,1,1,12, , , , , , , , , ,1,3, ,2,11,4, , , , , ,1,3,4, , , ,2,99, , , ,8,1,1, , , , , ,8,8,1,1, , , , , ,6,6,5,1,8,1,2,.924685470644165
13333,858,92138043,3,20,19,1,1,12, , , , , , , , , ,1,3, ,2,4,4, , , , , ,1,2,3,4,6, ,2,99, , , ,16,1,9,1,2,5, , ,88,8,1,1, , , , , ,6,6,3,2,8,6,1,1.07362275154252
13501,879,92146516,3,10,9,1,1,12, , , , , , , , , ,1,3, ,1,10,4, , , , , ,1,2,3,4, , ,2,99, , , ,10,1,1, , , , , ,9,1,1,1, , , , , ,6,5,1,2,9,19,2,.952276573810713
13510,881,92147052,3,6,5,1,1,12, , , , , , , , , ,1,3, ,1,4,4, , , , , ,1,2,3,6,7, ,2,99, , , ,13,1,5,1, , , , ,8,7,1,1, , , , , ,7,6,1,2,10,2,2,.515827573899926
13531,886,92148448,3,8,7,1,1,12, , , , , , , , , ,1,3, ,2,5,4, , , , , ,1,2,3,4,6, ,2,99, , , ,6,1,1, , , , , ,8,7,1,1, , , , , ,5,6,5,1,7,2,2,1.06256697379482
13543,891,92200027,3,3,2,1,1,12, , , , , , , , , ,1,3, ,2,11,4, , , , , ,1,2,6, , , ,2,99, , , ,4,1,8,1,2,5, , ,3,3,1,4,4, , , , ,2,5,14,1,2,20,1,7.16294758267485
13545,892,92200052,3,5,4,1,2,12, , , , , , , , , ,1,3, ,2,4,4, , , , , ,1,2,3,4,5,6,2,99, , , ,8,1,4,1,4,5, , ,7,7,1,1, , , , , ,5,6,5,1,6,16,2,1.14302232745269
13565,894,92200906,3,8,7,1,1,12, , , , , , , , , ,1,3, ,2,6,4, , , , , ,1,2,3,4,6, ,2,99, , , ,10,1,1, , , , , ,1,6,1,1, , , , , ,6,5,3,2,9,18,1,.757676888599844
13570,895,92201125,3,6,5,1,1,12, , , , , , , , , ,1,3, ,2,5,4, , , , , ,1,2,3,4,6, ,2,99, , , ,8,1,5,1, , , , ,9,7,1,4,4, , , , ,6,5,7,2,7,5,1,.807253816885058
13570,896,92201125,3,6,5,1,2,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,4,7, , ,2,99, , , ,10,1,1, , , , , ,9,5,1,1, , , , , ,6,5,7,2,7,5,1,.807253816885058
13719,910,92206487,3,8,7,1,2,12, , , , , , , , , ,1,3, ,2,11,4, , , , , ,1,2,3,4, , ,2,99, , , ,7,1,5,2, , , , ,5,10,1,1, , , , , ,3,5,5,1,6,20,2,1.48989163669384
13723,911,92206645,3,9,8,1,1,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,4,5,6,7,2,99, , , ,8,1,1, , , , , ,8,8,1,1, , , , , ,6,5,1,1,8,18,2,.885307738227041
13741,912,92207491,3,5,4,1,1,12, , , , , , , , , ,1,3, ,2,10,4, , , , , ,1,2,4,6, , ,2,99, , , ,10,1,1, , , , , ,7,7,1,1, , , , , ,11,6,13,2,9,15,1,.399117888239889
13881,921,92211980,3,8,7,1,2,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,3,4, , ,2,99, , , ,11,1,1, , , , , ,10,10,1,1, , , , , ,6,5,5,1,8,16,2,.589167219641628
13896,923,92212523,3,20,19,1,1,12, , , , , , , , , ,1,3, ,1,4,4, , , , , ,1,2,4,6,7, ,2,99, , , ,11,1,4,1,3,5, , ,88,1,1,1, , , , , ,6,6,1,2,9,16,1,1.09872838305821
13921,926,92213689,3,6,5,1,1,12, , , , , , , , , ,1,3, ,2,6,4, , , , , ,1,2,4, , , ,2,99, , , ,10,1,1, , , , , ,88,8,1,1, , , , , ,10,4,13,2,4,18,1,.392015828527662
13961,931,92215673,3,7,6,1,1,12, , , , , , , , , ,1,3, ,2,4,4, , , , , ,1,2,4, , , ,2,99, , , ,7,1,1, , , , , ,3,8,1,1, , , , , ,6,4,11,2,5,15,2,.617003193438737
13968,932,92216087,3,21,20,1,1,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,4,6,7, ,2,99, , , ,12,1,1, , , , , ,10,10,1,1, , , , , ,5,5,6,1,6,15,1,2.08371611594842
14042,940,92219087,3,5,4,1,1,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,4, , , ,2,99, , , ,6,1,1, , , , , ,88,88,1,1, , , , , ,9,3,11,2,2,5,2,.405770744427741
14185,954,92224909,3,5,4,1,1,12, , , , , , , , , ,1,3, ,2,10,4, , , , , ,1,3,4,6, , ,2,99, , , ,5,1,1, , , , , ,1,3,1,1, , , , , ,6,5,5,2,8,16,2,.636805435151007
14252,961,92227547,3,5,4,1,1,12, , , , , , , , , ,1,3, ,2,4,4, , , , , ,1,2,3,4, , ,2,99, , , ,11,1,2,65, , , , ,9,9,1,1, , , , , ,6,5,11,2,7,16,2,.636805435151007
14486,981,92236465,3,7,6,1,2,12, , , , , , , , , ,1,3, ,2,4,4, , , , , ,1,2,4,6, , ,2,99, , , ,10,1,1, , , , , ,1,11,1,1, , , , , ,6,5,3,2,6,16,2,.589167219641628
14494,983,92236852,3,4,3,1,1,12, , , , , , , , , ,1,3, ,2,6,4, , , , , ,1,2,4, , , ,2,99, , , ,8,1,2,3, , , , ,5,7,1,1, , , , , ,6,6,3,2,9,4,1,1.14569916924376
14566,990,92239313,3,4,3,1,1,12, , , , , , , , , ,1,3, ,2,4,4, , , , , ,1,2,4,6,7, ,2,99, , , ,8,1,1, , , , , ,1,1,1,1, , , , , ,8,6,13,2,3,4,2,.819082466112022
14616,998,92241518,3,5,4,1,1,12, , , , , , , , , ,1,3, ,2,8,4, , , , , ,1,2,4, , , ,2,99, , , ,9,1,1, , , , , ,9,3,1,8,3, , , , ,4,5,8,2,8,20,2,1.2934742025937
14744,1008,92247154,3,10,9,1,2,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,4,6,7, ,2,99, , , ,8,1,1, , , , , ,5,10,1,1, , , , , ,6,5,5,2,6,18,2,.885307738227041
14781,1010,92249312,3,7,6,1,1,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,4,6, , ,2,99, , , ,8,1,1, , , , , ,7,3,1,1, , , , , ,6,5,5,2,6,10,2,.652093938612598
14807,1015,92250586,3,10,9,1,2,12, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,4,6, , ,2,99, , , ,10,1,4,2,5, , , ,1,11,1,1, , , , , ,6,4,12,2,8,4,1,.997677552668854
14959,1022,92258604,3,18,17,1,1,12, , , , , , , , , ,1,3, ,2,10,4, , , , , ,1,2,3,4, , ,2,99, , , ,15,1,1, , , , , ,1,7,1,1, , , , , ,6,3,5,2,8,16,1,1.09872838305821
15017,1029,92262190,3,6,5,1,1,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,4,7, , , ,2,99, , , ,6,1,1, , , , , ,1,7,1,1, , , , , ,6,6,1,2,9,17,1,.755757161826944
15074,1034,94100196,3,11,10,1,2,12, , , , , , , , , ,1,3, ,1,3,4, , , , , ,1,2,4, , , ,2,99, , , ,11,1,1, , , , , ,11,3,1,1, , , , , ,11,5,13,2,8,3,1,.515940464883778
15155,1044,94101152,3,6,5,1,1,12, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,3,4, , ,2,99, , , ,6,1,1, , , , , ,10,6,1,1, , , , , ,6,4,5,4,6,6,2,.57570491599541
15174,1049,94101318,3,3,2,1,1,12, , , , , , , , , ,1,3, ,1,4,4, , , , , ,1,2,3,4, , ,2,99, , , ,15,1,1, , , , , ,9,1,1,1, , , , , ,6,5,4,2,9,19,2,.992886305034412
15211,1057,94101846,3,6,5,1,1,12, , , , , , , , , ,1,3, ,2,4,4, , , , , ,1,2,4, , , ,2,99, , , ,18,1,1, , , , , ,1,7,1,1, , , , , ,11,5,13,2,7,19,2,.465631945450046
15224,1060,94102006,3,5,4,1,1,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,4, , , ,2,99, , , ,15,1,1, , , , , ,9,9,1,1, , , , , ,6,6,3,2,10,1,2,.67309508284244
15282,1065,94103169,3,8,7,1,2,12, , , , , , , , , ,1,3, ,2,1,4, , , , , ,1,2,4, , , ,2,99, , , ,10,1,1, , , , , ,1,9,1,1, , , , , ,6,3,5,1,7,14,2,.638313860153892
15313,1071,94103764,3,6,5,1,1,12, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,3,4,5, ,2,99, , , ,10,1,1, , , , , ,9,5,1,1, , , , , ,5,5,3,1,9,1,1,1.37450639397343
15358,1075,94104698,3,9,8,1,2,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,3,5, , ,2,99, , , ,88,1,1, , , , , ,1,88,1,1, , , , , ,6,3,4,2,8,1,2,.886865200348445
15407,1080,94105553,3,10,9,1,1,12, , , , , , , , , ,1,3, ,2,1,4, , , , , ,1,2, , , , ,2,99, , , ,15,1,1, , , , , ,9,3,1,1, , , , , ,8,3,2,2,10,1,1,1.01810909004306
15497,1095,94107268,3,4,3,1,1,12, , , , , , , , , ,1,3, ,2,11,4, , , , , ,1,2,4, , , ,2,99, , , ,8,1,4,4, , , , ,1,6,1,1, , , , , ,7,5,13,2,10,3,2,.862641973753292
15515,1097,94107551,3,8,7,1,2,12, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,4, , , ,2,99, , , ,20,1,1, , , , , ,9,1,1,1, , , , , ,6,6,3,1,10,14,2,.638313860153892
15547,1101,94108132,3,7,6,1,1,12, , , , , , , , , ,1,3, ,1,7,4, , , , , ,1,2,3,4,6, ,2,99, , , ,6,1,1, , , , , ,7,5,1,7,3, , , , ,3,5,14,1,3,3,2,1.42264953960234
15552,1102,94108277,3,5,4,1,1,12, , , , , , , , , ,1,3, ,1,7,4, , , , , ,1,1,2,3,4,6,2,99, , , ,8,1,5,2,3,5, , ,1,6,1,1, , , , , ,6,5,4,2,10,1,2,.67309508284244
15559,1103,94108488,3,7,6,1,2,12, , , , , , , , , ,1,3, ,1,10,4, , , , , ,1,2,3,4,5,6,2,99, , , ,6,1,1, , , , , ,8,3,1,1, , , , , ,6,6,3,2,9,1,1,.759009818386068
15599,1109,94109408,3,7,6,1,1,12, , , , , , , , , ,1,3, ,1,4,4, , , , , ,1,2,4, , , ,2,99, , , ,10,1,1, , , , , ,7,2,1,1, , , , , ,3,5,14,1,3,3,2,1.42264953960234
15621,1114,94109976,3,7,6,1,1,12, , , , , , , , , ,1,3, ,2,1,4, , , , , ,1,2,4, , , ,2,99, , , ,17,1,1, , , , , ,1,9,1,1, , , , , ,6,3,11,2,7,19,2,.668672894037203
15743,1125,94200736,3,9,8,1,1,12, , , , , , , , , ,1,3, ,2,4,4, , , , , ,1,2,3,4,7, ,2,99, , , ,12,1,1, , , , , ,9,8,1,1, , , , , ,6,5,5,2,8,1,1,1.08092802293428
15791,1128,94201554,3,6,5,1,1,12, , , , , , , , , ,1,3, ,2,10,4, , , , , ,1,2,3,4,6, ,2,99, , , ,10,1,1, , , , , ,10,5,1,1, , , , , ,4,5,5,2,6,12,2,1.06826242971726
15839,1134,94202393,3,8,7,1,1,12, , , , , , , , , ,1,3, ,2,4,4, , , , , ,1,1,2,3,4,5,2,99, , , ,10,1,1, , , , , ,11,6,1,1, , , , , ,6,4,7,2,7,6,1,.701680003224804
15874,1139,94202842,3,7,6,1,2,12, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,3,4,6, ,2,99, , , ,7,1,2,1, , , , ,1,3,1,1, , , , , ,4,5,3,1,5,1,2,1.17553739540786
15891,1142,94203168,3,8,7,1,2,12, , , , , , , , , ,1,3, ,1,10,4, , , , , ,1,2,3,4, , ,2,99, , , ,11,1,1, , , , , ,88,10,1,1, , , , , ,3,6,14,1,1,20,2,1.48989163669384
15913,1146,94203472,3,5,4,1,1,12, , , , , , , , , ,1,3, ,2,9,4, , , , , ,1,2,4, , , ,2,99, , , ,8,1,1, , , , , ,8,3,1,1, , , , , ,6,5,9,1,9,9,1,.790629612288649
15919,1147,94203555,3,11,10,1,1,12, , , , , , , , , ,1,3, ,1,1,4, , , , , ,1,2,3,4,5,6,2,99, , , ,10,1,2,3, , , , ,8,4,1,1, , , , , ,6,6,1,2,8,19,2,.952276573810713
15940,1151,94203875,3,7,6,1,1,12, , , , , , , , , ,1,3, ,2,1,4, , , , , ,1,1,2,3,4,6,2,99, , , ,10,1,12,2,3,5, , ,5,6,1,1, , , , , ,6,5,11,2,3,16,2,.589167219641628
15943,1152,94203905,3,8,7,1,1,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,1,2,3,4,5,2,99, , , ,12,1,1, , , , , ,10,1,1,1, , , , , ,4,6,3,1,9,18,1,1.31480400194835
16002,1158,94204665,3,8,7,1,1,12, , , , , , , , , ,1,3, ,1,3,4, , , , , ,1,3, , , , ,2,99, , , ,8,1,1, , , , , ,88,10,1,1, , , , , ,2,4,4,1,2,16,2,4.30330790046661
16005,1159,94204737,3,7,6,1,2,12, , , , , , , , , ,1,3, ,2,10,4, , , , , ,1,2,4,5,6,7,2,99, , , ,7,1,1, , , , , ,8,4,1,1, , , , , ,7,5,3,2,9,3,2,.527473695114124
16030,1163,94204937,3,5,4,1,1,12, , , , , , , , , ,1,3, ,2,1,4, , , , , ,1,1,2,3,4, ,2,99, , , ,7,1,1, , , , , ,6,5,1,1, , , , , ,9,4,7,4,2,20,2,.388392785923111
16096,1169,94205755,3,7,6,1,2,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,4,5,6,7,2,99, , , ,13,1,1, , , , , ,88,88,1,1, , , , , ,11,2,11,2,5,1,2,.433647933748579
16126,1174,94206143,3,8,7,1,2,12, , , , , , , , , ,1,3, ,2,10,4, , , , , ,1,2,3,4, , ,2,99, , , ,88,1,1, , , , , ,88,88,1,1, , , , , ,6,4,6,2,7,1,2,.622742107122081
16156,1178,94206545,3,10,9,1,1,12, , , , , , , , , ,1,3, ,2,4,4, , , , , ,1,2,3,4, , ,2,99, , , ,10,1,1, , , , , ,7,5,1,1, , , , , ,6,5,11,2,5,2,2,.843058561248278
16188,1183,94206867,3,6,5,1,1,12, , , , , , , , , ,1,3, ,1,4,4, , , , , ,2, , , , , ,2,99, , , ,88,1,2,2, , , , ,88,88,1,1, , , , , ,1,2,14,1,1,8,1,9.06734490901652
16241,1189,94207660,3,8,7,1,2,12, , , , , , , , , ,1,3, ,2,5,4, , , , , ,1,1,2,3,4,5,2,99, , , ,10,1,1, , , , , ,10,3,1,1, , , , , ,6,5,4,2,8,1,1,.759009818386068
16285,1198,94208302,3,20,19,1,2,12, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,3,4, , ,2,99, , , ,12,1,1, , , , , ,12,1,1,1, , , , , ,10,5,13,2,10,19,2,.668662150620741
16335,1200,94209092,3,5,4,1,2,12, , , , , , , , , ,1,3, ,2,1,4, , , , , ,1,2,4, , , ,2,99, , , ,8,1,1, , , , , ,9,5,1,1, , , , , ,7,4,3,2,9,1,2,.58650620479451
16338,1201,94209144,3,7,6,1,1,12, , , , , , , , , ,1,3, ,2,4,4, , , , , ,1,2,4, , , ,2,99, , , ,15,1,1, , , , , ,6,8,1,1, , , , , ,7,5,5,2,9,3,1,.694930406262713
16354,1204,94209398,3,7,6,1,1,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,4, , , ,2,99, , , ,88,1,1, , , , , ,88,88,1,1, , , , , ,3,3,6,1,5,3,1,1.84656652493358
16447,1215,94211148,3,7,6,1,1,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,3,4,5, ,2,99, , , ,10,1,1, , , , , ,11,7,1,1, , , , , ,5,5,3,2,8,3,2,1.08655712942272
16586,1233,94213389,3,6,5,1,1,12, , , , , , , , , ,1,3, ,2,11,4, , , , , ,1,4, , , , ,2,99, , , ,4,1,8,3,4, , , ,10,7,1,1, , , , , ,6,5,3,2,7,19,1,.814991127239401
16643,1243,94214287,3,14,13,1,1,12, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,3,4, , ,2,99, , , ,13,1,1, , , , , ,1,9,1,1, , , , , ,7,4,6,2,5,16,2,.731112401318192
16825,1259,94217440,3,5,4,1,1,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,4,6, , ,2,99, , , ,9,1,1, , , , , ,12,1,1,1, , , , , ,5,6,3,2,7,8,2,1.14009056639639
16904,1267,94218564,3,5,4,1,1,12, , , , , , , , , ,1,3, ,2,1,4, , , , , ,1,2,4,5,6,3,2,99, , , ,15,1,1, , , , , ,6,7,1,1, , , , , ,6,5,3,2,10,7,1,.765155435213435
17030,1282,94220455,3,6,5,1,1,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,3,4,5, ,2,99, , , ,7,1,1, , , , , ,7,1,1,1, , , , , ,11,3,13,4,7,3,2,.421535022386452
17067,1285,94220995,3,9,8,1,1,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,2, , , , , ,2,99, , , ,10,1,8,3, , , , ,88,9,1,1, , , , , ,10,5,13,2,8,11,2,.582026880594686
17077,1287,94221203,3,2,1,1,1,12, , , , , , , , , ,1,3, ,2,11,4, , , , , ,1,4, , , , ,2,99, , , ,2,1,1, , , , , ,1,9,1,1, , , , , ,7,5,3,2,9,3,1,1.90103033745522
17089,1289,94221377,3,10,9,1,1,12, , , , , , , , , ,1,3, ,2,4,4, , , , , ,1,2,3,4,5,6,2,99, , , ,11,1,1, , , , , ,12,7,1,1, , , , , ,6,5,8,2,8,19,1,1.16065263786584
17183,1296,94222855,3,4,3,1,1,12, , , , , , , , , ,1,3, ,2,11,4, , , , , ,1,3,4,6, , ,2,99, , , ,13,1,1, , , , , ,88,1,1,1, , , , , ,3,5,4,1,9,3,2,2.32663205420367
17194,1298,94223008,3,9,8,1,2,12, , , , , , , , , ,1,3, ,1,4,4, , , , , ,1,3,4,6,7, ,2,99, , , ,10,1,1, , , , , ,1,2,1,1, , , , , ,6,5,1,2,8,3,2,.862092755408805
17225,1300,94223526,3,14,13,1,1,12, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,3,4,6, ,2,99, , , ,13,1,5,1,2,3,5, ,9,11,1,1, , , , , ,5,6,3,2,9,17,1,1.94908609921904
17267,1302,94224076,3,14,13,1,1,12,13, , , , , , , , ,1,3, ,2,11,4, , , , , ,1,2,4,6, , ,2,99, , , ,12,1,6,2,5, , , ,10,1,1,1, , , , , ,8,5,4,2,8,20,2,.786696002266528
17348,1311,94225142,3,7,6,1,1,12, , , , , , , , , ,1,3, ,2,4,4, , , , , ,1,2,3,4,5,6,2,99, , , ,8,1,5,1,5, , , ,7,1,1,1, , , , , ,3,5,5,1,5,19,2,1.57147339518411
17349,1312,94225154,3,8,7,1,1,12, , , , , , , , , ,1,3, ,2,4,4, , , , , ,1,2,4, , , ,2,99, , , ,10,1,1, , , , , ,9,7,1,1, , , , , ,6,5,3,2,8,1,1,.759009818386068
17356,1314,94225291,3,8,7,1,1,12, , , , , , , , , ,1,3, ,2,11,4, , , , , ,2, , , , , ,2,99, , , ,13,1,1, , , , , ,88,1,1,1, , , , , ,11,3,11,2,6,20,2,.441459043105356
17381,1315,94225739,3,10,9,1,1,12, , , , , , , , , ,1,3, ,2,4,4, , , , , ,1,2,4, , , ,2,99, , , ,11,1,1, , , , , ,1,4,1,1, , , , , ,5,5,12,1,1,4,2,1.46926113659477
17381,1316,94225739,3,4,3,1,1,12, , , , , , , , , ,1,3, ,2,4,4, , , , , ,1,2, , , , ,2,99, , , ,5,1,1, , , , , ,1,4,1,1, , , , , ,5,5,12,1,1,4,2,1.6872498124226
17392,1319,94225997,3,5,4,1,1,12, , , , , , , , , ,1,3, ,2,4,4, , , , , ,1,2,4,6,7, ,2,99, , , ,6,1,1, , , , , ,10,4,1,1, , , , , ,6,6,4,2,10,1,1,.820380974310195
17551,1334,94229135,3,7,6,1,1,12, , , , , , , , , ,1,3, ,2,1,4, , , , , ,1,2,4, , , ,2,99, , , ,22,1,1, , , , , ,11,9,1,1, , , , , ,5,5,11,2,5,1,2,1.11777961272689
17551,1335,94229135,3,7,6,1,1,12, , , , , , , , , ,1,3, ,2,1,4, , , , , ,1,2,4, , , ,2,99, , , ,22,1,1, , , , , ,11,9,1,1, , , , , ,5,5,11,2,5,1,2,1.11777961272689
17623,1343,94230540,3,5,4,1,1,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,2, , , , , ,2,99, , , ,11,1,1, , , , , ,5,9,1,1, , , , , ,6,4,2,2,8,20,1,.835158135702763
17625,1344,94230575,3,6,5,1,1,12, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,4, , , ,2,99, , , ,88,1,88,3, , , , ,88,88,1,1, , , , , ,11,1,11,2,4,8,2,.409215677100768
17741,1352,94232847,3,4,3,1,1,12, , , , , , , , , ,1,3, ,2,10,4, , , , , ,2, , , , , ,2,99, , , ,11,1,1, , , , , ,11,10,1,1, , , , , ,7,5,3,2,6,4,2,.819082466112022
17827,1354,94234222,3,9,8,1,1,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,2, , , , , ,2,99, , , ,13,1,1, , , , , ,8,10,1,1, , , , , ,9,2,11,4,6,6,2,.464719526149281
17964,1363,94236908,3,11,10,1,2,12, , , , , , , , , ,1,3, ,2,9,4, , , , , ,1,2,3,4,6, ,2,99, , , ,7,1,6,4, , , , ,6,9,1,1, , , , , ,6,6,1,2,9,7,1,1.00816325307655
18102,1380,94239391,3,8,7,1,1,12, , , , , , , , , ,1,3, ,2,1,4, , , , , ,1,2,3,4, , ,2,99, , , ,10,1,1, , , , , ,11,9,1,1, , , , , ,6,4,11,2,5,18,2,.621648482924328
18104,1382,94239423,3,5,4,1,1,12, , , , , , , , , ,1,3, ,2,1,4, , , , , ,2, , , , , ,2,99, , , ,15,1,1, , , , , ,12,11,1,1, , , , , ,9,4,13,2,5,16,2,.360951093628038
18212,1392,94242024,3,9,8,1,1,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,4, , , ,2,99, , , ,88,1,1, , , , , ,88,88,1,1, , , , , ,11,5,13,2,1,16,1,.50215009899914
18243,1394,94243033,3,6,5,1,2,12, , , , , , , , , ,1,3, ,2,8,4, , , , , ,1,2,3,4,6, ,2,99, , , ,7,1,1, , , , , ,5,10,1,1, , , , , ,3,5,12,1,2,7,2,1.36500937362725
18289,1396,94244354,3,9,8,1,1,12, , , , , , , , , ,1,3, ,2,8,4, , , , , ,1,2,4,6, , ,2,99, , , ,12,1,1, , , , , ,10,11,1,1, , , , , ,7,4,11,2,2,16,2,.731112401318192
18302,1399,94244784,3,10,9,1,2,12, , , , , , , , , ,1,3, ,2,10,4, , , , , ,1,2,3,4,5,6,2,99, , , ,10,1,3,1, , , , ,1,9,1,1, , , , , ,6,5,5,1,7,16,2,.839050223696816
18318,1402,94245197,3,7,6,1,2,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,3,4,5,6,2,99, , , ,88,1,1, , , , , ,88,88,1,1, , , , , ,11,5,3,2,10,6,2,.400893474867225
18343,1404,92100672,4,6,5,1,1,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,2, , , , , ,1,2, , , ,6,1,4,2, , , , ,1,1,1,1, , , , , ,9,1,11,2,3,1,2,.492495383643023
18346,1405,92100833,4,6,5,1,1,12, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,4,7, , ,2,99, , , ,9,1,1, , , , , ,11,11,1,1, , , , , ,7,5,5,2,10,1,1,.903667699926475
18378,1409,92102128,4,7,6,1,1,12, , , , , , , , , ,1,3, ,2,10,4, , , , , ,1,2,4,6, , ,2,99, , , ,10,1,1, , , , , ,11,11,1,1, , , , , ,6,5,3,2,10,19,1,1.42857851633163
18390,1412,92102445,4,5,4,1,1,12, , , , , , , , , ,1,3, ,2,5,4, , , , , ,1,1,2,4,6, ,2,99, , , ,7,1,1, , , , , ,1,12,1,1, , , , , ,9,4,11,2,4,19,2,.40823606108824
18396,1413,92102673,4,5,4,1,1,12, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,4, , , ,2,99, , , ,9,1,1, , , , , ,8,9,1,1, , , , , ,9,5,4,2,7,3,2,.374161748844871
18481,1426,92105830,4,6,5,1,1,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,3,4, , , ,2,99, , , ,7,1,1, , , , , ,5,10,1,1, , , , , ,5,5,5,1,5,19,1,2.04372649807425
18492,1427,92106132,4,5,4,1,1,12, , , , , , , , , ,1,3, ,2,4,4, , , , , ,1,2,4, , , ,2,99, , , ,11,1,1, , , , , ,1,7,1,1, , , , , ,5,3,9,1,5,6,2,1.10844005548267
18527,1430,92107166,4,10,9,1,1,12, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,3,4,6, ,2,99, , , ,10,1,4,1,2,3, , ,10,3,1,1, , , , , ,10,2,13,2,4,3,1,.544784152812842
18650,1446,92111204,4,7,6,1,2,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,4, , , ,2,99, , , ,10,1,1, , , , , ,9,1,1,1, , , , , ,9,4,13,2,6,19,1,.729131488876457
18676,1452,92112144,4,7,6,1,1,12, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,3,4,5, ,2,99, , , ,12,1,1, , , , , ,1,7,1,1, , , , , ,9,3,4,2,5,1,2,.492495383643023
